station,lat,lon,hp,country,fog,visibility,datetime
ATBASAR,5183,6835,304,Kazakhstan,45,200 m,2025112503
RUDNYA,5083,4456,114.59,Russian Federation,47,500 m,2025112503
NEW DELHI/PALAM,2856,7711,226,India,11,500 m,2025112503
ESENBOGA,4011,3300,959,Turkey,41,400 m,2025112503
MULTAN,3020,7143,123,Pakistan,46,500 m,2025112503
AMBIKAPUR,2316,8325,611,India,44,500 m,2025112503
KOPAONIK,4328,2080,1713,Serbia,45,below 50 m,2025112503
SREDNIKAN,6245,15231,260,Russian Federation,41,1000 m,2025112503
AK'JAR,5186,5821,341.1,Russian Federation,45,200 m,2025112503
YASHKUL',4618,4535,-6.71,Russian Federation,45,200 m,2025112503
KYZYLZHAR,4830,6965,0,Kazakhstan,44,200 m,2025112503
VARANASI/BABATPUR,2543,8285,89,India,12,500 m,2025112503
MILESOVKA,5055,1391,842.6,Czech Republic,49,below 100 m,2025112503
ULIASTAI,4771,9683,1759,Mongolia,44,500 m,2025112503
DANILOVKA,5036,4411,101.79,Russian Federation,45,500 m,2025112503
PUTAO,2720,9725,0,Myanmar,47,800 m,2025112503
GAYA (42591-0),2475,8495,116,India,42,500 m,2025112503
KALEWA,2320,9430,109,Myanmar,42,800 m,2025112503
AMRITSAR,3163,7486,234,India,12,500 m,2025112503
MYS BILLINGSA,6988,17576,2.9,Russian Federation,48,500 m,2025112503
KOLKATA/DUM DUM,2265,8845,6.1,India,11,1000 m,2025112503
DAR ES SALAAM INT,-686,3920,55,"Tanzania, United Republic of",12,7 km,2025112503
KARABULAK,5233,4636,301.72,Russian Federation,45,200 m,2025112503
JESSORE,2318,8916,7,Bangladesh,42,900 m,2025112503
REWA,2453,8130,299,India,42,500 m,2025112503
KOTEL'NIKOVO,4763,4315,46.94,Russian Federation,47,200 m,2025112503
KONSTANTINOVSK,4758,4110,62.04,Russian Federation,45,200 m,2025112503
SYR-DAR'JA,4081,6868,263,Uzbekistan,45,50 m,2025112503
ZHEZKAZGAN,4780,6771,346,Kazakhstan,49,500 m,2025112503
SARYG-SEP,5146,9556,705.8,Russian Federation,41,10 km,2025112503
SUPAUL,2613,8658,49.6,India,41,500 m,2025112503
LUANG NAMTHA (M.SING),2105,10146,552,Lao People's Democratic Republic,45,600 m,2025112500
HPAAN,1688,9761,10,Myanmar,40,4000 m,2025112500
GUDERMES,4335,4611,75,Russian Federation,47,500 m,2025112500
MYS UELEN,6615,19017,7.06,Russian Federation,49,600 m,2025112500
SREDNIKAN,6245,15231,260,Russian Federation,41,1000 m,2025112500
GUWAHATI,2610,9158,72.1,India,46,500 m,2025112500
YASHKUL',4618,4535,-6.71,Russian Federation,47,200 m,2025112500
PURNEA,2526,8746,37.8,India,40,500 m,2025112500
KALEWA,2320,9430,109,Myanmar,42,800 m,2025112500
AMRITSAR,3163,7486,234,India,12,500 m,2025112500
VAJDA-GUBA,6993,3196,7.6,Russian Federation,44,200 m,2025112500
LASHIO,2293,9775,749,Myanmar,47,100 m,2025112500
GAYA (42591-0),2475,8495,116,India,12,500 m,2025112500
DHUBRI,2601,8998,35.1,India,42,500 m,2025112500
KOTEL'NIKOVO,4763,4315,46.94,Russian Federation,45,500 m,2025112500
HKAMTI,2600,9570,0,Myanmar,47,300 m,2025112500
16768,3716,2680,,,41,,2025112500
MYS BILLINGSA,6988,17576,2.9,Russian Federation,48,500 m,2025112500
REMONTNOE,4656,4366,106.29,Russian Federation,45,200 m,2025112500
KARABULAK,5233,4636,301.72,Russian Federation,45,200 m,2025112500
JESSORE,2318,8916,7,Bangladesh,44,600 m,2025112500
SURGUT,6133,7340,56,Russian Federation,42,900 m,2025112500
CAMOOWEAL TOWNSHIP,-1991,13811,231.5,Australia,41,,2025112500
KALUMBURU,-1428,12663,24,Australia,41,,2025112500
OUDOMXAY,2068,10200,636,Lao People's Democratic Republic,47,200 m,2025112500
KENGTUNG,2130,9961,828,Myanmar,43,100 m,2025112500
DIAMOND HARBOUR,2218,8820,7,India,40,500 m,2025112500
SYR-DAR'JA,4081,6868,263,Uzbekistan,47,50 m,2025112500
ZHEZKAZGAN,4780,6771,346,Kazakhstan,48,500 m,2025112500
SAYABOURY,1923,10173,292,Lao People's Democratic Republic,47,300 m,2025112500
HABAROVSK,4851,13518,76,Russian Federation,45,200 m,2025112500
UMPHANG,1601,9885,460,Thailand,47,600 m,2025112500
MAWLAIK,2363,9441,116,Myanmar,45,800 m,2025112500
CRNI VRH,4411,2195,1039,Serbia,45,50 m,2025112500
"BAKERSFIELD/MEADOWS,  CA.",3543,24095,150,United States of America,41,800 m,2025112500
MALINOVKA,4978,12991,115.6,Russian Federation,48,500 m,2025112500
MALYE DERBETY,4793,4470,9.27,Russian Federation,45,200 m,2025112500
KARAGANDA,4980,7315,553,Kazakhstan,45,200 m,2025112500
KAILASHAHAR,2431,9200,30,India,42,500 m,2025112500
16779,3766,2633,,,41,,2025112500
MAWLAMYINE,1650,9761,22,Myanmar,40,5000 m,2025112500
JHARSIGUDA,2191,8408,230,India,44,500 m,2025112500
NAMSAM,2088,9771,0,Myanmar,42,600 m,2025112500
BUDENNOVSK,4478,4413,135.87,Russian Federation,43,200 m,2025112500
MOROZOVSK,4835,4186,89.76,Russian Federation,45,500 m,2025112500
THONG PHA PHUM,1473,9863,99.28,Thailand,45,500 m,2025112500
AKTION (AIRPORT),3891,2076,3.94,Greece,41,,2025112500
YE,1525,9786,7,Myanmar,41,3000 m,2025112500
DUNHUA,4337,12820,525,China,B45,500 m,2025112500
IKI-BURUL,4580,4463,112.99,Russian Federation,45,500 m,2025112500
AGARTALA,2388,9125,38.5,India,45,200 m,2025112500
"DUBUQUE/MUN., IA.",4240,26930,329,United States of America,41,800 m,2025112500
ZIMOVNIKI,4715,4248,72.02,Russian Federation,44,500 m,2025112500
TSIMLJANSK,4763,4211,65.51,Russian Federation,45,200 m,2025112500
ELISTA,4630,4418,197.2,Russian Federation,45,500 m,2025112500
BACAU,4655,2688,175.2,Romania,46,900 m,2025112500
KOLEZMA,6423,3588,5,Russian Federation,47,500 m,2025112500
GOPALPUR,1926,8488,16.8,India,46,500 m,2025112500
KOPAONIK,4328,2080,1713,Serbia,45,below 50 m,2025112500
AMBIKAPUR,2316,8325,611,India,44,500 m,2025112500
HABAROVSK,4851,13518,76,Russian Federation,45,100 m,2025112421
JIANGCHENG,2260,10185,1121,China,B45,100 m,2025112421
SINGYE,3850,12653,97,Democratic People's Republic of Korea,47,200 m,2025112421
"ROCHESTER/MUN., MN.",4391,26750,402,United States of America,41,400 m,2025112421
KARABULAK,5233,4636,301.72,Russian Federation,45,200 m,2025112421
VAJDA-GUBA,6993,3196,7.6,Russian Federation,45,500 m,2025112421
GAYA (42591-0),2475,8495,116,India,11,1000 m,2025112421
PROHLADNAYA,4375,4405,199.94,Russian Federation,45,200 m,2025112421
NETROKONA SADAR,2488,9071,13,Bangladesh,40,1000 m,2025112421
BOLOGNA/BORGO PANIGALE,4451,1128,37,Italy,46,800 m,2025112421
SREDNIKAN,6245,15231,260,Russian Federation,49,500 m,2025112421
GANJUSHKINO,4660,4923,-23,Kazakhstan,45,500 m,2025112421
KEM' - PORT,6498,3480,7.5,Russian Federation,45,200 m,2025112421
KOPAONIK,4328,2080,1713,Serbia,45,50 m,2025112421
PUNTIJARKA,4590,1596,992.15,Croatia,45,100 m,2025112421
KUCHING,148,11033,27,Malaysia,44,100 m,2025112421
BACAU,4655,2688,175.2,Romania,46,200 m,2025112421
TSIMLJANSK,4763,4211,65.51,Russian Federation,47,500 m,2025112421
BUDENNOVSK,4478,4413,135.87,Russian Federation,47,50 m,2025112421
DIVNOE,4591,4335,86.41,Russian Federation,45,500 m,2025112421
GROZNYJ,4325,4571,257.57,Russian Federation,45,500 m,2025112421
MOROZOVSK,4835,4186,89.76,Russian Federation,45,500 m,2025112421
YANISKOSKI,6896,2876,101,Russian Federation,45,500 m,2025112421
SUWON,3726,12698,37.85,Republic of Korea,46,700 m,2025112418
MYS UELEN,6615,19017,7.06,Russian Federation,49,900 m,2025112418
SREDNIKAN,6245,15231,260,Russian Federation,49,500 m,2025112418
SKOPJE PETROVEC,4196,2165,239,The former Yugoslav Republic of Macedonia,40,600 m,2025112418
NOYABR' SK,6318,7526,131,Russian Federation,45,600 m,2025112418
GAYA (42591-0),2475,8495,116,India,11,1000 m,2025112418
CHEONGJU,3663,12743,58.56,Republic of Korea,47,100 m,2025112418
VAJDA-GUBA,6993,3196,7.6,Russian Federation,45,500 m,2025112418
MONTE SCURO,3931,1638,1677,Italy,45,below 100 m,2025112418
NIKEL',6940,3020,92.1,Russian Federation,49,500 m,2025112418
KRALJEVO,4370,2070,217,Serbia,47,200 m,2025112418
"FRESNO/AIR TERM.,  CA.",3676,24029,100,United States of America,41,200 m,2025112418
BUGUL'MA,5461,5280,303.93,Russian Federation,45,500 m,2025112418
16768,3716,2680,,,41,,2025112418
KARABULAK,5233,4636,301.72,Russian Federation,45,200 m,2025112418
MYS KONSTANTINOVSKIJ,6853,5548,6.7,Russian Federation,45,500 m,2025112418
SINGYE,3850,12653,97,Democratic People's Republic of Korea,47,200 m,2025112418
PEREIRA/MATECANA,481,28427,1342,Colombia,40,10 km,2025112418
HABAROVSK,4851,13518,76,Russian Federation,45,100 m,2025112418
16779,3766,2633,,,41,,2025112418
YANISKOSKI,6896,2876,101,Russian Federation,45,500 m,2025112418
INAQUITO,-48,28067,0,Ecuador,41,8 km,2025112418
GROZNYJ,4325,4571,257.57,Russian Federation,45,500 m,2025112418
NAMPO,3871,12538,47,Democratic People's Republic of Korea,47,below 100 m,2025112418
MINERAL'NYE VODY,4423,4306,328.29,Russian Federation,45,500 m,2025112418
GEORGIEVSK,4413,4345,287.88,Russian Federation,45,200 m,2025112418
YANGDOK,3921,12665,279,Democratic People's Republic of Korea,45,below 100 m,2025112418
"DUBUQUE/MUN., IA.",4240,26930,329,United States of America,41,400 m,2025112418
"FORT ST JOHN A, BC",5623,23927,694.9,Canada,40,over 70 km,2025112418
"PEORIA/GREATER PEORIA MUN., IL.",4066,27032,202,United States of America,41,400 m,2025112418
GORODOVIKOVSK,4606,4196,86.77,Russian Federation,47,500 m,2025112418
ORUMIEH,3765,4505,1328,"Iran, Islamic Republic of",44,500 m,2025112418
AKSAKOVO,5401,5413,355.58,Russian Federation,45,200 m,2025112418
47177,3665,12668,,,46,400 m,2025112418
ILYINSKIY,4798,14220,17,Russian Federation,45,500 m,2025112415
"HUNTINGTON, WV.",3836,27745,255,United States of America,41,below 100 m,2025112415
GEORGIEVSK,4413,4345,287.88,Russian Federation,47,200 m,2025112415
"DUBUQUE/MUN., IA.",4240,26930,329,United States of America,41,400 m,2025112415
YANGDOK,3921,12665,279,Democratic People's Republic of Korea,43,below 100 m,2025112415
NAMTSY,6273,12966,89.76,Russian Federation,44,200 m,2025112415
AKSAKOVO,5401,5413,355.58,Russian Federation,45,200 m,2025112415
LOMNICKY STIT,4918,2020,2635,Slovakia,40,1100 m,2025112415
"PEORIA/GREATER PEORIA MUN., IL.",4066,27032,202,United States of America,41,400 m,2025112415
YANISKOSKI,6896,2876,101,Russian Federation,47,500 m,2025112415
NAR'JAN-MAR,6761,5301,11.75,Russian Federation,49,500 m,2025112415
BAENGNYEONGDO,3796,12470,146.21,Republic of Korea,42,700 m,2025112415
KARAGANDA,4980,7315,553,Kazakhstan,47,500 m,2025112415
KUSONG,3998,12525,99,Democratic People's Republic of Korea,45,300 m,2025112415
MINERAL'NYE VODY,4423,4306,328.29,Russian Federation,47,500 m,2025112415
NAMPO,3871,12538,47,Democratic People's Republic of Korea,47,below 100 m,2025112415
MYS KONSTANTINOVSKIJ,6853,5548,6.7,Russian Federation,45,500 m,2025112415
"ROCHESTER/MUN., MN.",4391,26750,402,United States of America,41,400 m,2025112415
BUGURUSLAN,5361,5245,92.36,Russian Federation,47,500 m,2025112415
KARABULAK,5233,4636,301.72,Russian Federation,45,200 m,2025112415
"FRESNO/AIR TERM.,  CA.",3676,24029,100,United States of America,41,200 m,2025112415
"REDDING/MUN, CA",4050,23770,0,United States of America,41,1600 m,2025112415
KRASNYE BAKI,5713,4516,110.35,Russian Federation,47,500 m,2025112415
MILESOVKA,5055,1391,842.6,Czech Republic,49,100 m,2025112415
BOLOGNA/BORGO PANIGALE,4451,1128,37,Italy,46,700 m,2025112415
CHOPOK,4893,1958,2007,Slovakia,49,below 100 m,2025112415
SREDNIKAN,6245,15231,260,Russian Federation,49,500 m,2025112415
MONTE SCURO,3931,1638,1677,Italy,45,below 100 m,2025112415
NIKEL',6940,3020,92.1,Russian Federation,49,100 m,2025112415
"CHARLESTON/KANAWHA., WV.",3836,27840,299,United States of America,41,below 100 m,2025112415
STRBSKE PLESO,4911,2005,1356,Slovakia,40,3000 m,2025112415
PROHLADNAYA,4375,4405,199.94,Russian Federation,45,500 m,2025112415
NAMPO,3871,12538,47,Democratic People's Republic of Korea,47,below 100 m,2025112412
BARRANQUILLA/ERNESTO CORTISSOZ,1088,28522,30,Colombia,40,8 km,2025112412
"WILLIAMS LAKE A, BC",5216,23795,939.7,Canada,45,800 m,2025112412
LA CONCORDIA,1,28064,0,Ecuador,41,5000 m,2025112412
CHACHAPOYAS,-620,28215,2540,Peru,41,8 km,2025112412
"ABILENE/MUN., TX.",3241,26032,546,United States of America,41,800 m,2025112412
NIZHNY-CHIR,4833,4311,74.2,Russian Federation,43,500 m,2025112412
AKSAKOVO,5401,5413,355.58,Russian Federation,45,500 m,2025112412
PRIMDA,4966,1266,747.38,Czech Republic,45,100 m,2025112412
"PEORIA/GREATER PEORIA MUN., IL.",4066,27032,202,United States of America,41,200 m,2025112412
TOMALON,0,28175,0,Ecuador,40,10 km,2025112412
LOMNICKY STIT,4918,2020,2635,Slovakia,40,7 km,2025112412
ZEJA,5373,12726,230,Russian Federation,40,10 km,2025112412
ANJU,3961,12565,27,Democratic People's Republic of Korea,45,100 m,2025112412
ILYINSKIY,4798,14220,17,Russian Federation,45,500 m,2025112412
NAMTSY,6273,12966,89.76,Russian Federation,44,500 m,2025112412
"PADUCAH, KY.",3706,27124,126,United States of America,41,400 m,2025112412
"HUNTINGTON, WV.",3836,27745,255,United States of America,41,400 m,2025112412
NIKEL',6940,3020,92.1,Russian Federation,49,100 m,2025112412
"ANCHORAGE/INT., AK",6115,21002,43.8,United States of America,41,800 m,2025112412
PROHLADNAYA,4375,4405,199.94,Russian Federation,45,500 m,2025112412
"CHARLESTON/KANAWHA., WV.",3836,27840,299,United States of America,41,below 100 m,2025112412
"NASHVILLE/METROPOLITAN, TN.",3623,27345,173,United States of America,41,100 m,2025112412
GUDERMES,4335,4611,75,Russian Federation,45,500 m,2025112412
DANDONG,4005,12433,14,China,B45,400 m,2025112412
SREDNIKAN,6245,15231,260,Russian Federation,49,500 m,2025112412
NEIVA/BENITO SALAS,296,28470,443,Colombia,41,4000 m,2025112412
CHOPOK,4893,1958,2007,Slovakia,49,below 100 m,2025112412
"JACKSONVILLE/INTNL.,  FL.",3048,27830,10.9,United States of America,41,200 m,2025112412
"LEXINGTON/BLUE GRASS, KY.",3803,27540,301,United States of America,41,400 m,2025112412
KRASNYE BAKI,5713,4516,110.35,Russian Federation,46,900 m,2025112412
PYONGYANG,3903,12578,36,Democratic People's Republic of Korea,45,200 m,2025112412
"MONTGOMERY/DANNELLY,  AL.",3230,27360,62,United States of America,41,800 m,2025112412
PEREIRA/MATECANA,481,28427,1342,Colombia,41,7 km,2025112412
MYS KONSTANTINOVSKIJ,6853,5548,6.7,Russian Federation,45,500 m,2025112412
BUGUL'MA,5461,5280,303.93,Russian Federation,45,200 m,2025112412
16768,3716,2680,,,41,,2025112412
RIO BRANCO (AERO),-1000,29220,143,Brazil,45,800 m,2025112412
"TALLAHASSEE/MUN.,  FL.",3043,27572,52.8,United States of America,41,800 m,2025112412
BUCARAMANGA/PALONEGRO,710,28680,1189,Colombia,41,1000 m,2025112412
